Step,# citizen coalition,# regulator coalition,# stakeholder coalition,Disruption,NGO Message,Num Cit,Talk span,Total power,Total preference,Total regulator preference,Total regulator sh preference,Total sh preference,Total utility
22,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929997,17008.691418472645,94.28571428336222,106.5,325.0,168673.22958196202
23,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929997,17828.322461441083,94.28571428336222,106.5,325.0,168673.22958196202
24,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929997,18660.56390032556,94.28571428336222,106.5,325.0,168673.22958196202
25,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1398.1467129929997,19555.477263072942,94.28571428336222,106.5,325.0,168673.22958196202
0,14.0,0.0,0.0,0.5,4.5,182.0,5.0,1282.7589781005008,6272.8355281201,0.0,0.0,0.0,132135.14243937185
1,8.0,0.0,1.0,0.5,4.5,182.0,5.0,1291.8358046405008,6542.156080639494,0.0,0.0,325.0,135111.05197892652
2,9.0,0.0,1.0,0.5,4.5,182.0,5.0,1309.9671480975005,6839.113693009131,0.0,0.0,325.0,141062.67196569967
3,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1323.3921885470006,7147.291456703066,0.0,0.0,325.0,145321.48639051884
4,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1341.3146473305007,7457.442336778385,0.0,0.0,325.0,151045.8016910583
5,5.0,0.0,1.0,0.5,4.5,182.0,5.0,1368.3334959125002,7806.027777150562,0.0,0.0,325.0,159735.0578806734
6,3.0,0.0,1.0,0.5,4.5,182.0,5.0,1396.7904464055,8164.654775886203,0.0,0.0,325.0,169580.9802111562
7,1.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,8526.692615507882,0.0,0.0,325.0,172551.13800782975
8,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,8905.939032924887,0.0,0.0,325.0,172551.13800782975
9,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,9292.13423167719,0.0,0.0,325.0,172551.13800782975
10,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,9697.278666047625,0.0,0.0,325.0,172551.13800782975
11,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,10155.505239080332,0.0,0.0,325.0,172551.13800782975
12,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,10623.756598582138,0.0,0.0,325.0,172551.13800782975
13,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,11120.168458925791,0.0,0.0,325.0,172551.13800782975
14,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,11646.293955740495,0.0,0.0,325.0,172551.13800782975
15,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,12176.10951570779,106.5,106.5,325.0,172551.13800782975
16,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,12757.917737487358,106.5,106.5,325.0,172551.13800782975
17,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,13351.737660880028,106.5,106.5,325.0,172551.13800782975
18,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,13981.043194451928,106.5,106.5,325.0,172551.13800782975
19,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,14673.159120439906,106.5,106.5,325.0,172551.13800782975
20,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,15387.323291587287,106.5,106.5,325.0,172551.13800782975
21,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,16128.421932526606,106.49999999805324,106.5,325.0,172551.13800782975
22,0.0,1.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,16910.135025867134,94.28571428340996,106.5,325.0,172551.13800782975
23,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,17732.887651114022,94.28571428340996,106.5,325.0,172551.13800782975
24,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,18584.99645748597,94.28571428340996,106.5,325.0,172551.13800782975
25,0.0,0.0,1.0,0.5,4.5,182.0,5.0,1405.968940406,19519.649467912543,94.28571428340996,106.5,325.0,172551.13800782975
0,3.0,0.0,0.0,0.5,4.5,38.0,5.0,180.08618361649997,1844.066720464837,0.0,0.0,0.0,18571.514960830948
1,2.0,0.0,1.0,0.5,4.5,38.0,5.0,182.32222051499997,1901.333653581904,0.0,0.0,325.0,19304.957831669304
2,2.0,0.0,1.0,0.5,4.5,38.0,5.0,185.12872820799996,1959.6244967642824,0.0,0.0,325.00520085560765,20260.596387680707
3,1.0,0.0,1.0,0.5,4.5,38.0,5.0,188.64571397799995,2019.52960978133,0.0,0.0,338.40602507276947,21295.068504097217
4,1.0,0.0,1.0,0.5,4.5,38.0,5.0,192.67590115849995,2088.1556146802645,0.0,0.0,349.0638213900083,22685.567665711562
5,1.0,0.0,1.0,0.5,4.5,38.0,5.0,200.49381838649995,2172.506573463247,0.0,0.0,350.2569427837012,25367.373169010138
6,0.0,0.0,1.0,0.5,4.5,38.0,5.0,200.49381838649995,2250.393100919665,0.0,0.0,350.25694255348185,25367.373169010138
7,0.0,0.0,1.0,0.5,4.5,38.0,5.0,200.49381838649995,2325.4521096857075,0.0,0.0,351.5804717046188,25367.373169010138
8,0.0,0.0,1.0,0.5,4.5,38.0,5.0,200.49381838649995,2396.2761843165276,0.0,0.0,358.29668785825146,25367.373169010138
9,0.0,0.0,1.0,0.5,4.5,38.0,5.0,200.49381838649995,2478.152482811934,0.0,0.0,358.48017388151334,25367.373169010138
10,0.0,0.0,1.0,0.5,4.5,38.0,5.0,200.49381838649995,2571.848037442026,0.0,0.0,369.2570634762388,25367.373169010138
11,0.0,0.0,1.0,0.5,4.5,38.0,5.0,200.49381838649995,2659.3842774820923,0.0,0.0,382.68436734340304,25367.373169010138
12,0.0,0.0,1.0,0.5,4.5,38.0,5.0,200.49381838649995,2754.6348368510935,0.0,0.0,397.2344953776276,25367.373169010138
13,0.0,0.0,1.0,0.5,4.5,38.0,5.0,200.49381838649995,2855.3207327546493,0.0,0.0,412.1837426147718,25367.373169010138
14,0.0,0.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,2970.394441842103,0.0,0.0,412.1837426147718,25367.373169010138
15,0.0,0.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,3085.9692246939894,106.5,106.5,412.1837426147718,25367.373169010138
16,0.0,0.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,3217.3786676890995,106.5,106.5,412.1837426147718,25367.373169010138
17,0.0,0.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,3341.6209324922484,106.5,106.5,412.1837426147718,25367.373169010138
18,0.0,0.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,3475.090549261775,106.5,106.5,412.1837426147718,25367.373169010138
19,0.0,0.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,3611.424263134731,106.5,106.5,412.1837426147718,25367.373169010138
20,0.0,0.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,3755.8952087353537,106.5,106.5,412.1837426147718,25367.373169010138
21,0.0,1.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,3918.8993005822645,106.4999999870386,106.5,412.1837426147718,25367.373169010138
22,0.0,1.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,4088.5090972044122,94.28571427037222,106.5,412.1837426147718,25367.373169010138
23,0.0,0.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,4249.393269567404,94.28571427037222,106.5,412.1837426147718,25367.373169010138
24,0.0,0.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,4438.354057693934,94.28571427037222,106.5,412.1837426147718,25367.373169010138
25,0.0,0.0,0.0,0.5,4.5,38.0,5.0,200.49381838649995,4613.574152455914,94.28571427037222,106.5,412.1837426147718,25367.373169010138
0,8.0,0.0,0.0,0.5,4.5,87.0,5.0,567.9666004175,3388.892904409393,0.0,0.0,0.0,59481.01495602379
1,5.0,0.0,1.0,0.5,4.5,87.0,5.0,574.5010602175,3525.7834648285143,0.0,0.0,325.0,61634.50438594631
2,5.0,0.0,1.0,0.5,4.5,87.0,5.0,587.1287408830001,3663.9545498569464,0.0,0.0,325.0,65947.30079148262
3,2.0,0.0,1.0,0.5,4.5,87.0,5.0,593.5359240050001,3801.0954125544627,0.0,0.0,325.0,67902.37781587153
4,3.0,0.0,1.0,0.5,4.5,87.0,5.0,606.0176008475001,3945.1184827939383,0.0,0.0,325.0,71841.6647482695
5,2.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,4114.689602488537,0.0,0.0,325.0,76883.54593780941
6,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,4271.660298024227,0.0,0.0,325.0,76883.54593780941
7,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,4456.367782934766,0.0,0.0,325.0,76883.54593780941
8,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,4648.614849658105,0.0,0.0,325.0,76883.54593780941
9,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,4837.959635802121,0.0,0.0,330.16573271997584,76883.54593780941
10,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,5046.035584718467,0.0,0.0,330.16573271997584,76883.54593780941
11,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,5254.056566896335,0.0,0.0,340.4419945605249,76883.54593780941
12,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,5489.760924916691,0.0,0.0,351.56322295161345,76883.54593780941
13,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,5736.622641438585,0.0,0.0,357.6084391415371,76883.54593780941
14,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,5984.700613233689,0.0,0.0,358.03701048055694,76883.54593780941
15,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,6254.209314854564,106.5,106.5,363.9682837390588,76883.54593780941
16,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,6541.159907409697,106.5,106.5,363.6482836654044,76883.54593780941
17,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,6825.759743736269,106.5,106.5,363.92351294735295,76883.54593780941
18,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,7096.900282979229,106.5,106.5,373.8752268256959,76883.54593780941
19,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,7428.814768817595,106.5,106.5,380.96002393081994,76883.54593780941
20,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,7785.451030332409,106.5,106.5,380.17164212758416,76883.54593780941
21,0.0,1.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,8122.402379896376,106.4999999956895,106.5,380.17164212758416,76883.54593780941
22,0.0,1.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,8493.359400614736,94.28571428061207,106.5,380.17164212758416,76883.54593780941
23,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,8879.516815481555,94.28571428061207,106.5,380.17164212758416,76883.54593780941
24,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,9263.11638709905,94.28571428061207,106.5,380.17164212758416,76883.54593780941
25,0.0,0.0,1.0,0.5,4.5,87.0,5.0,621.1378259505001,9698.149725094585,94.28571428061207,106.5,380.17164212758416,76883.54593780941
0,10.0,0.0,0.0,0.5,4.5,123.0,5.0,770.6929710930004,4628.001662764241,0.0,0.0,0.0,79798.61034641902
1,6.0,0.0,1.0,0.5,4.5,123.0,5.0,776.0447003835003,4824.4218534142365,0.0,0.0,325.0,81499.04957692204
2,6.0,0.0,1.0,0.5,4.5,123.0,5.0,785.1677513645003,5026.834525062143,0.0,0.0,325.0,84415.98893432578
3,4.0,0.0,1.0,0.5,4.5,123.0,5.0,794.3934053690004,5238.647695390231,0.0,0.0,325.0,87289.82318924094
4,4.0,0.0,1.0,0.5,4.5,123.0,5.0,807.0966712640004,5454.727619780215,0.0,0.0,325.0,91486.6840681484
5,4.0,0.0,1.0,0.5,4.5,123.0,5.0,827.7308335160005,5683.279592138275,0.0,0.0,325.0,98369.99569408044
6,2.0,0.0,1.0,0.5,4.5,123.0,5.0,839.4353527000005,5923.655779941401,0.0,0.0,325.0,102134.46680131253
7,1.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,6184.991508549392,0.0,0.0,325.0,105645.09653955128
8,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,6468.456616098128,0.0,0.0,325.0,105645.09653955128
9,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,6749.027095187153,0.0,0.0,325.0,105645.09653955128
10,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,7045.364084925827,0.0,0.0,325.0,105645.09653955128
11,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,7362.507103512007,0.0,0.0,325.0,105645.09653955128
12,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,7683.779935500269,0.0,0.0,325.0,105645.09653955128
13,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,8017.253384933865,0.0,0.0,325.0,105645.09653955128
14,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,8378.476605673926,0.0,0.0,325.0,105645.09653955128
15,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,8747.808608948051,106.5,106.5,325.0,105645.09653955128
16,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,9172.806520314774,106.5,106.5,325.0,105645.09653955128
17,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,9609.148758815036,106.5,106.5,331.0636312578555,105645.09653955128
18,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,10055.98394421976,106.5,106.5,340.17428451050466,105645.09653955128
19,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,10516.451808437778,106.5,106.5,352.70652758311684,105645.09653955128
20,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,11024.812162254355,106.5,106.5,365.4301409775723,105645.09653955128
21,0.0,1.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,11535.26518504701,106.49999999684508,106.5,365.4301409775723,105645.09653955128
22,0.0,1.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,12060.795335844137,94.28571428197989,106.5,365.4301409775723,105645.09653955128
23,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,12652.815199691544,94.28571428197989,106.5,365.4301409775723,105645.09653955128
24,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,13239.437611199613,94.28571428197989,106.5,365.4301409775723,105645.09653955128
25,0.0,0.0,1.0,0.5,4.5,123.0,5.0,849.5376935550004,13906.169202932046,94.28571428197989,106.5,365.4301409775723,105645.09653955128
0,12.0,0.0,0.0,0.5,4.5,135.0,5.0,878.0342611449998,4923.311240861008,0.0,0.0,0.0,91457.32546948215
1,6.0,0.0,1.0,0.5,4.5,135.0,5.0,883.579564173,5122.307284483232,0.0,0.0,325.0,93157.97800515968
2,6.0,0.0,1.0,0.5,4.5,135.0,5.0,892.4917776115001,5338.835557862839,0.0,0.0,325.0,96057.60678708831
3,5.0,0.0,1.0,0.5,4.5,135.0,5.0,907.429558473,5562.463957647759,0.0,0.0,325.0,100542.75838898476
4,4.0,0.0,1.0,0.5,4.5,135.0,5.0,920.0814601055,5810.078768450035,0.0,0.0,325.0,104651.06520419907
5,4.0,0.0,1.0,0.5,4.5,135.0,5.0,942.3171592105003,6059.992966495148,0.0,0.0,325.0,112061.62800417077
6,1.0,0.0,1.0,0.5,4.5,135.0,5.0,947.7581757965003,6323.423178665437,0.0,0.0,325.0,113936.19778537223
7,1.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,6597.771962931069,0.0,0.0,325.0,116879.07100128272
8,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,6910.5229625266065,0.0,0.0,325.0,116879.07100128272
9,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,7222.47312672158,0.0,0.0,325.0,116879.07100128272
10,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,7548.839112967884,0.0,0.0,325.0,116879.07100128272
11,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,7890.627788050317,0.0,0.0,325.0,116879.07100128272
12,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,8239.067354023644,0.0,0.0,325.0,116879.07100128272
13,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,8604.56293198146,0.0,0.0,325.0,116879.07100128272
14,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,8964.824563267292,0.0,0.0,325.0,116879.07100128272
15,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,9354.160374648693,106.5,106.5,325.0,116879.07100128272
16,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,9772.801228350194,106.5,106.5,325.0,116879.07100128272
17,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,10209.700620208487,106.5,106.5,325.0,116879.07100128272
18,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,10680.500716829769,106.5,106.5,325.0,116879.07100128272
19,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,11204.729930513933,106.5,106.5,330.4729999102929,116879.07100128272
20,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,11767.49503977644,106.5,106.5,340.3497236098803,116879.07100128272
21,0.0,1.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,12321.637209369193,106.49999999713756,106.5,340.3497236098803,116879.07100128272
22,0.0,1.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,12882.827497039396,94.2857142823261,106.5,340.3497236098803,116879.07100128272
23,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,13512.923238540512,94.2857142823261,106.5,340.3497236098803,116879.07100128272
24,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,14168.528103536442,94.2857142823261,106.5,340.3497236098803,116879.07100128272
25,0.0,0.0,1.0,0.5,4.5,135.0,5.0,956.9366697970004,14865.001505834633,94.2857142823261,106.5,340.3497236098803,116879.07100128272
0,13.0,0.0,0.0,0.5,4.5,144.0,5.0,948.5418346744999,5216.019494451624,0.0,0.0,0.0,98729.05672497756
1,6.0,0.0,1.0,0.5,4.5,144.0,5.0,953.9512573655,5432.940041357526,0.0,0.0,325.0,100433.03569681381
2,6.0,0.0,1.0,0.5,4.5,144.0,5.0,962.9993583515002,5673.791439840797,0.0,0.0,325.0,103284.62098494435
3,5.0,0.0,1.0,0.5,4.5,144.0,5.0,977.6440707340001,5915.5915353794835,0.0,0.0,325.0,108115.91510644516
4,4.0,0.0,1.0,0.5,4.5,144.0,5.0,990.3840197315002,6168.172709606699,0.0,0.0,325.0,112484.96215049279
5,4.0,0.0,1.0,0.5,4.5,144.0,5.0,1012.9396983730002,6442.490226792745,0.0,0.0,325.0,119550.82763604139
6,1.0,0.0,1.0,0.5,4.5,144.0,5.0,1017.3419096820004,6730.656973551805,0.0,0.0,325.0,121086.85849748965
7,1.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,7024.544199072546,0.0,0.0,325.0,124542.50633071605
8,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,7346.269338495818,0.0,0.0,325.0,124542.50633071605
9,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,7697.037917494475,0.0,0.0,325.0,124542.50633071605
10,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,8056.92011811619,0.0,0.0,325.0,124542.50633071605
11,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,8407.118992419519,0.0,0.0,325.0,124542.50633071605
12,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,8750.471006687927,0.0,0.0,325.0,124542.50633071605
13,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,9156.657724429098,0.0,0.0,325.0,124542.50633071605
14,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,9585.176874871475,0.0,0.0,325.0,124542.50633071605
15,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,10067.762036185788,106.5,106.5,325.0,124542.50633071605
16,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,10552.044142556962,106.5,106.5,325.0,124542.50633071605
17,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,11028.609359639535,106.5,106.5,325.0,124542.50633071605
18,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,11521.47542676896,106.5,106.5,325.0,124542.50633071605
19,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,12091.905170665006,106.5,106.5,330.21217004916866,124542.50633071605
20,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,12665.432572773228,106.5,106.5,342.2787218752652,124542.50633071605
21,0.0,1.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,13283.618615266925,106.49999999728959,106.5,342.2787218752652,124542.50633071605
22,0.0,1.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,13926.011324078783,94.28571428250604,106.5,342.2787218752652,124542.50633071605
23,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,14596.806029493724,94.28571428250604,106.5,342.2787218752652,124542.50633071605
24,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,15281.202157975744,94.28571428250604,106.5,342.2787218752652,124542.50633071605
25,0.0,0.0,1.0,0.5,4.5,144.0,5.0,1027.4442505370007,15995.691392699699,94.28571428250604,106.5,342.2787218752652,124542.50633071605
0,13.0,0.0,0.0,0.5,4.5,155.0,5.0,1028.8526957185002,5573.408964953027,0.0,0.0,0.0,106687.28457198545
1,7.0,0.0,1.0,0.5,4.5,155.0,5.0,1035.4545969990002,5813.4690224792585,0.0,0.0,325.0,108880.80925870607
2,8.0,0.0,1.0,0.5,4.5,155.0,5.0,1050.1979547455003,6058.8362555782805,0.0,0.0,325.0,113624.70597722287
3,4.0,0.0,1.0,0.5,4.5,155.0,5.0,1059.4618756425,6324.882545777568,0.0,0.0,325.0,116632.43241179502
4,4.0,0.0,1.0,0.5,4.5,155.0,5.0,1072.2018246399998,6598.221325037466,0.0,0.0,325.0,120823.5015919781
5,4.0,0.0,1.0,0.5,4.5,155.0,5.0,1092.7210284695,6889.777630775268,0.0,0.0,325.0,127744.3196655751
6,2.0,0.0,1.0,0.5,4.5,155.0,5.0,1105.4643529304997,7189.022907546252,0.0,0.0,325.0,132032.73952890572
7,1.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,7490.110421813869,0.0,0.0,325.0,135026.96389806026
8,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,7844.735040953682,0.0,0.0,325.0,135026.96389806026
9,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,8195.658931245594,0.0,0.0,325.0,135026.96389806026
10,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,8573.352011674826,0.0,0.0,325.0,135026.96389806026
11,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,8986.676152556445,0.0,0.0,325.0,135026.96389806026
12,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,9394.02198860543,0.0,0.0,325.0,135026.96389806026
13,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,9822.237718448398,0.0,0.0,325.0,135026.96389806026
14,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,10279.663624979608,0.0,0.0,325.0,135026.96389806026
15,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,10772.763126589209,106.5,106.5,325.0,135026.96389806026
16,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,11256.996470247575,106.5,106.5,325.0,135026.96389806026
17,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,11776.430033382763,106.5,106.5,325.0,135026.96389806026
18,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,12348.932794006138,106.5,106.5,325.0,135026.96389806026
19,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,12903.271078244083,106.5,106.5,325.0,135026.96389806026
20,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,13535.364887501071,106.5,106.5,325.0,135026.96389806026
21,0.0,1.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,14190.557999596336,106.49999999748783,106.5,325.0,135026.96389806026
22,0.0,1.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,14855.148347877885,94.28571428274071,106.5,325.0,135026.96389806026
23,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,15567.742201731338,94.28571428274071,106.5,325.0,135026.96389806026
24,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,16340.24025631992,94.28571428274071,106.5,325.0,135026.96389806026
25,0.0,0.0,1.0,0.5,4.5,155.0,5.0,1114.6428469309997,17125.45981057747,94.28571428274071,106.5,325.0,135026.96389806026
0,13.0,0.0,0.0,0.5,4.5,158.0,5.0,1061.6591996145003,5654.371318608006,0.0,0.0,0.0,109834.10350873237
1,7.0,0.0,1.0,0.5,4.5,158.0,5.0,1068.4789340155003,5911.106834828201,0.0,0.0,325.0,111884.70041403483
2,8.0,0.0,1.0,0.5,4.5,158.0,5.0,1083.0408900075004,6160.7675850333535,0.0,0.0,325.0,116728.93104378071
3,5.0,0.0,1.0,0.5,4.5,158.0,5.0,1097.6856023900004,6418.615820535032,0.0,0.0,325.0,121053.29224279658
4,4.0,0.0,1.0,0.5,4.5,158.0,5.0,1110.4255513875005,6713.920862119528,0.0,0.0,325.0,125140.20887066047
5,4.0,0.0,1.0,0.5,4.5,158.0,5.0,1133.6060138315001,7013.42004823321,0.0,0.0,325.0,131824.1267803783
6,2.0,0.0,1.0,0.5,4.5,158.0,5.0,1153.6322066375005,7321.34477670179,0.0,0.0,325.0,138723.3521543118
7,1.0,0.0,1.0,0.5,4.5,158.0,5.0,1162.8107006380005,7650.2292490168975,0.0,0.0,325.0,141658.6377922909
8,0.0,0.0,1.0,0.5,4.5,158.0,5.0,1162.8107006380005,8002.15822015041,0.0,0.0,325.0,141658.6377922909
9,0.0,0.0,1.0,0.5,4.5,158.0,5.0,1162.8107006380005,8343.770429991942,0.0,0.0,325.0,141658.6377922909
10,0.0,0.0,1.0,0.5,4.5,158.0,5.0,1162.8107006380005,8745.38710895622,0.0,0.0,325.0,141658.6377922909
11,0.0,0.0,1.0,0.5,4.5,158.0,5.0,1162.8107006380005,9133.982121660703,0.0,0.0,325.0,141658.6377922909
12,0.0,0.0,1.0,0.5,4.5,158.0,5.0,1162.8107006380005,9559.433154116015,0.0,0.0,325.0,141658.6377922909
13,0.0,0.0,1.0,0.5,4.5,158.0,5.0,1162.8107006380005,10018.184566680677,0.0,0.0,325.0,141658.6377922909
14,0.0,0.0,1.0,0.5,4.5,158.0,5.0,1162.8107006380005,10489.629081978193,0.0,0.0,325.0,141658.6377922909
15,0.0,0.0,1.0,0.5,4.5,158.0,5.0,1162.8107006380005,10964.630299461938,106.5,106.5,325.0,141658.6377922909
16,0.0,0.0,1.0,0.5,4.5,158.0,5.0,1162.8107006380005,11529.956029136276,106.5,106.5,325.0,141658.6377922909
