Step,# citizen coalitions,# citizens in coalition,# regulator coalitions,# regulators in coalition,# stakeholder coalitions,# stakeholders in coalition,Acceptable range,Disruption,Initial number,NGO message,Need,Num Properties,Procedure,Spatial decay rate,Sponsor message,Talk span,Total power,Total preference,Total regulator preference,Total regulator sh preference,Total sh preference,Total utility
9,17,51,0,0,11,5,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9436644278378,0
10,18,54,0,0,12,6,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1108511953586,0
11,20,60,0,0,13,6,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1108511953586,0
12,22,66,0,0,14,6,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1108511953586,0
13,23,69,0,0,15,7,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,642.458562383504,0
14,24,72,0,0,16,8,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.4259822747331,0
15,25,75,0,0,17,9,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.7748103025122,0
16,26,78,0,0,18,10,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.9227637749963,0
17,27,81,0,0,19,11,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.3620810495526,0
18,28,84,0,0,20,12,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.6602608556008,0
19,29,87,0,0,21,13,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.0480158888879,0
20,29,87,1,2,21,13,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,70.9999999905169,71.0,637.0480158888879,0
21,29,87,2,4,21,13,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,67.39999998651123,71.0,637.0480158888879,0
22,29,87,2,4,21,13,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,67.39999998651123,71.0,637.0480158888879,0
23,29,87,2,4,21,13,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,67.39999998651123,71.0,637.0480158888879,0
24,29,87,2,4,21,13,700,0.5,500,4.5,0.5,500,3.5,strong,2.5,300,0,0,67.39999998651123,71.0,637.0480158888879,0
0,6,14,0,0,1,0,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,7,18,0,0,2,0,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8634374307507,0
8,16,48,0,0,10,4,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8638057846994,0
9,18,54,0,0,11,4,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8638057846994,0
10,20,60,0,0,12,4,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8638057846994,0
11,22,66,0,0,13,4,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8638057846994,0
12,24,72,0,0,14,4,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8638057846994,0
13,25,75,0,0,15,5,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1010313722061,0
14,27,81,0,0,16,5,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,644.1010313722061,0
15,29,87,0,0,17,5,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,644.1010313722061,0
16,30,90,0,0,18,6,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.5708283541663,0
17,31,93,0,0,19,7,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.6321736674124,0
18,32,96,0,0,20,8,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.8845300646831,0
19,33,99,0,0,21,9,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.0333748626687,0
20,33,99,1,2,21,9,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,70.99999999059722,71.0,640.0333748626687,0
21,33,99,2,4,21,9,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,67.39999998662547,71.0,640.0333748626687,0
22,33,99,2,4,21,9,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,67.39999998662547,71.0,640.0333748626687,0
23,33,99,2,4,21,9,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,67.39999998662547,71.0,640.0333748626687,0
24,33,99,2,4,21,9,700,0.5,500,4.5,1.0,500,3.5,strong,2.5,300,0,0,67.39999998662547,71.0,640.0333748626687,0
0,6,14,0,0,1,0,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,13,36,0,0,5,0,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,14,40,0,0,6,0,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,15,44,0,0,7,0,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,16,48,0,0,8,0,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
8,17,51,0,0,10,3,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8766989340993,0
9,19,57,0,0,11,3,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8766989340993,0
10,20,60,0,0,12,4,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8625168027319,0
11,22,66,0,0,13,4,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8625168027319,0
12,24,72,0,0,14,4,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8625168027319,0
13,25,75,0,0,15,5,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0784806743286,0
14,26,78,0,0,16,6,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,643.040673917214,0
15,27,81,0,0,17,7,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.182176522229,0
16,28,84,0,0,18,8,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.6455445480085,0
17,29,87,0,0,19,9,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.7549576102579,0
18,30,90,0,0,20,10,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.1464224643704,0
19,32,96,0,0,21,10,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.1464224643704,0
20,32,96,1,2,21,10,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,70.99999999056996,71.0,639.1464224643704,0
21,32,96,2,4,21,10,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,67.3999999865867,71.0,639.1464224643704,0
22,32,96,2,4,21,10,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,67.3999999865867,71.0,639.1464224643704,0
23,32,96,2,4,21,10,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,67.3999999865867,71.0,639.1464224643704,0
24,32,96,2,4,21,10,700,0.5,500,4.5,1.5,500,3.5,strong,2.5,300,0,0,67.3999999865867,71.0,639.1464224643704,0
0,6,14,0,0,1,0,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,7,18,0,0,2,0,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8731261874295,0
8,16,48,0,0,10,4,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8490784081043,0
9,17,51,0,0,11,5,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9207823558684,0
10,18,54,0,0,12,6,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0648362788506,0
11,19,57,0,0,13,7,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,643.200391262314,0
12,21,63,0,0,14,7,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,643.200391262314,0
13,23,69,0,0,15,7,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,643.200391262314,0
14,24,72,0,0,16,8,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.4243959113749,0
15,25,75,0,0,17,9,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.8027934651473,0
16,26,78,0,0,18,10,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.3002324395936,0
17,27,81,0,0,19,11,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.5118758600111,0
18,28,84,0,0,20,12,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.847552774642,0
19,29,87,0,0,21,13,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.2820478111219,0
20,29,87,1,2,21,13,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,70.99999999051474,71.0,637.2820478111219,0
21,29,87,2,4,21,13,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,67.39999998650818,71.0,637.2820478111219,0
22,29,87,2,4,21,13,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,67.39999998650818,71.0,637.2820478111219,0
23,29,87,2,4,21,13,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,67.39999998650818,71.0,637.2820478111219,0
24,29,87,2,4,21,13,700,0.5,500,4.5,2.0,500,3.5,strong,2.5,300,0,0,67.39999998650818,71.0,637.2820478111219,0
0,6,14,0,0,1,0,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,14,40,0,0,6,0,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,15,44,0,0,7,0,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,16,48,0,0,8,0,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
8,17,51,0,0,10,3,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8749562188668,0
9,19,57,0,0,11,3,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8749562188668,0
10,20,60,0,0,12,4,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9161677310378,0
11,22,66,0,0,13,4,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9161677310378,0
12,23,69,0,0,14,5,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.8579046037846,0
13,24,72,0,0,15,6,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,643.1006132068535,0
14,25,75,0,0,16,7,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.284488359495,0
15,26,78,0,0,17,8,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.3200944859865,0
16,27,81,0,0,18,9,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.7622616744671,0
17,28,84,0,0,19,10,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.1427310005063,0
18,29,87,0,0,20,11,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.2805105567484,0
19,30,90,0,0,21,12,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.566259226919,0
20,30,90,1,2,21,12,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,70.99999999053722,71.0,637.566259226919,0
21,30,90,2,4,21,12,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,67.39999998654015,71.0,637.566259226919,0
22,30,90,2,4,21,12,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,67.39999998654015,71.0,637.566259226919,0
23,30,90,2,4,21,12,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,67.39999998654015,71.0,637.566259226919,0
24,30,90,2,4,21,12,700,0.5,500,4.5,2.5,500,3.5,strong,2.5,300,0,0,67.39999998654015,71.0,637.566259226919,0
0,6,14,0,0,1,0,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,16,48,0,0,9,2,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,648.7843134235371,0
8,18,54,0,0,10,2,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,648.7843134235371,0
9,19,57,0,0,11,3,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.9086869366135,0
10,22,65,0,0,12,3,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.9086869366135,0
11,24,71,0,0,13,3,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.9086869366135,0
12,25,75,0,0,14,3,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.9086869366135,0
13,26,78,0,0,15,4,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.1268219399117,0
14,27,81,0,0,16,5,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,644.1340084348146,0
15,28,84,0,0,17,6,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,643.1598277416819,0
16,29,87,0,0,18,7,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.6130896969861,0
17,31,93,0,0,19,7,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.6130896969861,0
18,32,96,0,0,20,8,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.8623195634773,0
19,33,99,0,0,21,9,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.0208428407127,0
20,33,99,1,2,21,9,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,70.99999999058905,71.0,640.0208428407127,0
21,33,99,2,4,21,9,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,67.39999998661386,71.0,640.0208428407127,0
22,33,99,2,4,21,9,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,67.39999998661386,71.0,640.0208428407127,0
23,33,99,2,4,21,9,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,67.39999998661386,71.0,640.0208428407127,0
24,33,99,2,4,21,9,700,0.5,500,4.5,3.0,500,3.5,strong,2.5,300,0,0,67.39999998661386,71.0,640.0208428407127,0
0,6,14,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8620454884322,0
8,16,48,0,0,10,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8716193551793,0
9,17,51,0,0,11,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9337682361212,0
10,18,54,0,0,12,6,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0824638878113,0
11,20,60,0,0,13,6,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0824638878113,0
12,22,66,0,0,14,6,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0824638878113,0
13,23,69,0,0,15,7,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,642.4511344794665,0
14,24,72,0,0,16,8,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.4910673747964,0
15,25,75,0,0,17,9,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.8650112388159,0
16,26,78,0,0,18,10,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.3662897123023,0
17,27,81,0,0,19,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.5285692096647,0
18,28,84,0,0,20,12,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.8218141251299,0
19,29,87,0,0,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.2468679055432,0
20,29,87,1,2,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999050634,71.0,637.2468679055432,0
21,29,87,2,4,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998649623,71.0,637.2468679055432,0
22,29,87,2,4,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998649623,71.0,637.2468679055432,0
23,29,87,2,4,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998649623,71.0,637.2468679055432,0
24,29,87,2,4,21,13,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998649623,71.0,637.2468679055432,0
0,6,14,0,0,1,0,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8656025721365,0
8,17,51,0,0,10,3,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8656025721365,0
9,19,57,0,0,11,3,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8656025721365,0
10,20,60,0,0,12,4,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8724429931814,0
11,22,66,0,0,13,4,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8724429931814,0
12,24,72,0,0,14,4,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8724429931814,0
13,25,75,0,0,15,5,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1425697406622,0
14,26,78,0,0,16,6,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.4017570182739,0
15,27,81,0,0,17,7,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.8413330267705,0
16,28,84,0,0,18,8,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.9156583604858,0
17,30,90,0,0,19,8,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.9156583604858,0
18,31,93,0,0,20,9,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.1252965184955,0
19,32,96,0,0,21,10,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.2694924969261,0
20,32,96,1,2,21,10,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,70.99999999056976,71.0,638.2694924969261,0
21,32,96,2,4,21,10,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,67.39999998658644,71.0,638.2694924969261,0
22,32,96,2,4,21,10,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,67.39999998658644,71.0,638.2694924969261,0
23,32,96,2,4,21,10,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,67.39999998658644,71.0,638.2694924969261,0
24,32,96,2,4,21,10,700,0.5,500,4.5,4.0,500,3.5,strong,2.5,300,0,0,67.39999998658644,71.0,638.2694924969261,0
0,6,14,0,0,1,0,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,7,18,0,0,2,0,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,13,36,0,0,5,0,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,14,40,0,0,6,0,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,15,44,0,0,7,0,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,16,48,0,0,8,0,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
8,17,51,0,0,10,3,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8746093272,0
9,18,54,0,0,11,4,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9388733696923,0
10,20,60,0,0,12,4,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9388733696923,0
11,22,66,0,0,13,4,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9388733696923,0
12,24,72,0,0,14,4,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9388733696923,0
13,25,75,0,0,15,5,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.2554044762385,0
14,26,78,0,0,16,6,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,643.2334792211836,0
15,27,81,0,0,17,7,700,0.5,500,4.5,4.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.3755421129464,0
